ticker,date,open,high,low,close,volume,adj_close,daily_return,MA_7,MA_30,volatility,momentum,price_range,price_range_pct
AAPL,2023-11-29,189.3,190.48,187.38,187.78,43014200,187.78,-0.005402542372881403,188.82,183.3257142857143,0.00980086951523385,-0.006665256030469746,3.0999999999999943,0.01650868037064647
AAPL,2023-11-30,188.25,188.72,186.61,188.36,48794400,188.36,0.0030887208435403934,188.60857142857142,183.55454545454543,0.009564831858594473,-0.00706378492356341,2.109999999999985,0.011201953705669914
AAPL,2023-12-01,188.73,189.95,187.64,189.63,45704800,189.63,0.006742408154597479,188.69285714285712,183.81869565217391,0.009340185730037151,0.006635523940970334,2.3100000000000023,0.012181616832779636
AAPL,2023-12-04,188.39,188.45,185.88,187.84,43389500,187.84,-0.009439434688604087,188.42714285714285,183.98625,0.009626470258550195,-0.001912858660998884,2.569999999999993,0.01368185689948889
AAPL,2023-12-05,188.61,192.77,188.58,191.8,66628400,191.8,0.021081771720613318,188.9157142857143,184.2988,0.009996452769424267,0.01588983050847448,4.189999999999998,0.021845672575599568
AAPL,2023-12-06,192.82,193.12,190.5,190.71,41089700,190.71,-0.005683003128258646,189.27428571428572,184.54538461538462,0.010029797924327722,0.015603365640643352,2.6200000000000045,0.013738136437522964
AAPL,2023-12-07,192.0,193.36,191.96,192.64,47477700,192.64,0.010120077604740096,189.82285714285715,184.8451851851852,0.009880993147707748,0.022722446379273675,1.4000000000000057,0.0072674418604651465
AAPL,2023-12-08,192.57,194.34,192.04,194.07,53406400,194.07,0.007423172757475172,190.7214285714286,185.17464285714286,0.009699691168463666,0.023414016769498502,2.3000000000000114,0.01185139382696971
AAPL,2023-12-11,191.49,191.87,189.81,191.56,60943700,191.56,-0.01293347761117114,191.17857142857142,185.3948275862069,0.010113719396917043,0.019804088586030666,2.0600000000000023,0.010753810816454386
AAPL,2023-12-12,191.46,193.09,190.11,193.08,52696900,193.08,0.007934850699519824,191.67142857142858,185.65099999999998,0.009951807916824729,0.0066736183524505055,2.9799999999999898,0.015434016987777034
AAPL,2023-12-13,193.45,196.34,193.21,196.3,70404200,196.3,0.0166770250673296,192.87999999999997,186.55733333333333,0.010023071338448021,0.029311520109066125,3.1299999999999955,0.01594498217014771
AAPL,2023-12-14,196.36,197.94,194.51,196.45,66831600,196.45,0.0007641365257258226,193.5442857142857,187.36299999999997,0.009707316395976188,0.019777823920265725,3.430000000000007,0.017459913463985784
AAPL,2023-12-15,195.87,196.73,195.35,195.91,128538400,195.91,-0.002748791040977361,194.28714285714287,188.03166666666667,0.009285733042651118,0.009481115061575673,1.3799999999999955,0.007044050839671255
AAPL,2023-12-18,194.44,194.98,192.76,194.25,55751900,194.25,-0.008473278546271223,194.5171428571429,188.6753333333333,0.00941247344884423,0.01404259761954485,2.219999999999999,0.011428571428571423
AAPL,2023-12-19,194.51,195.3,194.25,195.29,40714100,195.29,0.005353925353925204,194.69142857142856,189.26866666666666,0.009187464074003168,0.011446032732546074,1.0500000000000114,0.005376619386553389
AAPL,2023-12-20,195.25,196.02,193.19,193.19,52242800,193.19,-0.010753238773106633,194.92428571428573,189.70633333333336,0.009276773636256678,-0.015843097300050957,2.8300000000000125,0.014648791345307792
AAPL,2023-12-21,194.45,195.43,191.88,193.05,46482500,193.05,-0.0007246751902271198,194.92000000000002,190.10399999999998,0.009269372497700983,-0.017307202850597947,3.5500000000000114,0.018389018389018446
AAPL,2023-12-22,193.54,193.77,191.35,191.97,37149600,191.97,-0.005594405594405605,194.30142857142854,190.48166666666665,0.009337501474272153,-0.020111275585728117,2.420000000000016,0.012606136375475417
AAPL,2023-12-26,191.98,192.26,191.21,191.43,28919300,191.43,-0.002812939521800284,193.58428571428573,190.70133333333334,0.008471350506297711,-0.014517374517374448,1.049999999999983,0.0054850336937783154
AAPL,2023-12-27,190.87,191.88,189.49,191.53,48087700,191.53,0.0005223841613122282,192.95857142857145,190.97733333333332,0.008268551742087769,-0.019253417993752797,2.3899999999999864,0.012478462903983639
AAPL,2023-12-28,192.51,193.03,191.55,191.95,34049900,191.95,0.0021928679580220933,192.62999999999997,191.18,0.00791047812431278,-0.006418551684869822,1.4799999999999898,0.007710341234696483
AAPL,2023-12-29,192.27,192.77,190.12,190.91,42672100,190.91,-0.00541807762438129,192.00428571428571,191.32933333333332,0.00798967544730295,-0.01108521108521121,2.6500000000000057,0.013880886281493927
AAPL,2024-01-02,185.58,186.86,182.35,184.08,82488700,184.08,-0.0357760201141899,190.70285714285714,191.19466666666668,0.01026495457016657,-0.04110017190185955,4.510000000000019,0.02450021729682757
AAPL,2024-01-03,182.67,184.32,181.89,182.7,58414500,182.7,-0.007496740547588088,189.2242857142857,191.01466666666664,0.01033931979176787,-0.04560413728255763,2.430000000000007,0.013300492610837477
AAPL,2024-01-04,180.62,181.55,179.36,180.38,71983600,180.38,-0.012698412698412653,187.56857142857143,190.69933333333336,0.010371460019938522,-0.05821542317130479,2.1899999999999977,0.012141035591528982
AAPL,2024-01-05,180.46,181.23,178.66,179.66,62379700,179.66,-0.003991573345160204,185.88714285714283,190.38666666666668,0.010369642652005934,-0.06402709038812182,2.569999999999993,0.01430479795168648
AAPL,2024-01-08,180.56,184.04,179.98,184.0,59144500,184.0,0.02415674050985195,184.81142857142854,190.19666666666666,0.01136141536799478,-0.036195065737782195,4.060000000000002,0.02206521739130436
AAPL,2024-01-09,182.38,183.6,181.2,183.59,42841800,183.59,-0.0022282608695651795,183.61714285714288,190.03699999999998,0.011307908255297726,-0.0026618861364624546,2.4000000000000057,0.013072607440492432
AAPL,2024-01-10,182.8,184.84,182.38,184.63,46792900,184.63,0.005664796557546703,182.72,189.918,0.011369123699824558,0.010563765736179676,2.460000000000008,0.013323945187672687
AAPL,2024-01-11,184.97,185.48,182.08,184.03,49128400,184.03,-0.0032497427287005998,182.71285714285713,189.759,0.011356386765794755,0.0202350593192151,3.3999999999999773,0.01847524860077149
AAPL,2024-01-12,184.5,185.17,183.64,184.36,40477800,184.36,0.0017931858936044431,182.95000000000002,189.64499999999998,0.011331570600447646,0.026160525436936588,1.5300000000000011,0.008298980256020834
AAPL,2024-01-16,180.63,182.71,179.41,182.09,65603000,182.09,-0.01231286613148197,183.1942857142857,189.436,0.011508530381002878,-0.010380434782608638,3.3000000000000114,0.018122906255148615
AAPL,2024-01-17,179.75,181.39,178.79,181.15,47317400,181.15,-0.00516228238783023,183.40714285714287,189.15333333333334,0.011435099587093519,-0.013290484231167299,2.5999999999999943,0.014352746342809794
AAPL,2024-01-18,184.53,187.55,184.27,187.05,78005800,187.05,0.032569693624068474,183.84285714285716,189.127,0.012902340191512882,0.013107295672426078,3.280000000000001,0.017535418337342963
AAPL,2024-01-19,187.74,190.34,187.23,189.95,68903000,189.95,0.015503875968992054,184.75142857142856,189.06533333333334,0.012624364159222991,0.032168668151931756,3.1100000000000136,0.016372729665701573
AAPL,2024-01-22,190.69,193.69,190.65,192.26,60133900,192.26,0.012161095025006619,185.8414285714286,189.117,0.012778787745584825,0.04285094380559751,3.039999999999992,0.01581192135649637
AAPL,2024-01-23,193.38,194.11,192.2,193.54,42355600,193.54,0.006657651097472073,187.20000000000002,189.147,0.01270290351496725,0.06288099291559113,1.910000000000025,0.009868760979642581
AAPL,2024-01-24,193.78,194.73,192.71,192.87,53631300,192.87,-0.0034618166787226956,188.41571428571427,189.107,0.012645784812109939,0.06469776428374274,2.019999999999982,0.010473375849017379
AAPL,2024-01-25,193.58,194.62,191.49,192.54,54822100,192.54,-0.0017109970446415046,189.90857142857143,189.13966666666667,0.012417897284179785,0.029350441058540344,3.1299999999999955,0.016256362314324275
AAPL,2024-01-26,192.64,193.12,190.33,190.8,44594000,190.8,-0.00903708320349006,191.28714285714287,189.06366666666665,0.012442043955307236,0.004474861805738417,2.789999999999992,0.014622641509433919
AAPL,2024-01-29,190.4,190.59,187.99,190.12,47145600,190.12,-0.0035639412997904296,191.72571428571428,188.8576666666667,0.012030494830390233,-0.011130760428586184,2.5999999999999943,0.01367557332211232
AAPL,2024-01-30,189.34,190.19,185.9,186.46,55859400,186.46,-0.019250999368819688,191.22714285714284,188.5246666666667,0.012476255683189764,-0.03658158520202537,4.289999999999992,0.023007615574385885
AAPL,2024-01-31,185.47,185.53,182.8,182.85,55467800,182.85,-0.01936072079802642,189.88285714285715,188.08933333333334,0.012887957009587316,-0.05195209208275009,2.7299999999999898,0.014930270713699699
AAPL,2024-02-01,182.45,185.38,182.28,185.29,64885400,185.29,0.013344271260596008,188.70428571428573,187.79066666666668,0.013135916922187912,-0.03765451334787573,3.0999999999999943,0.016730530519725804
AAPL,2024-02-02,178.35,185.76,177.75,184.29,102551700,184.29,-0.0053969453289438585,187.47857142857143,187.424,0.013089348837007828,-0.03411949685534599,8.009999999999991,0.043464105485918884
AAPL,2024-02-05,186.57,187.66,184.28,186.1,69668800,186.1,0.009821477019914315,186.5585714285714,187.18766666666667,0.013145546914096261,-0.02114454029034296,3.3799999999999955,0.018162278344975795
AAPL,2024-02-06,185.29,187.72,185.2,187.71,43490800,187.71,0.008651262761955936,186.11714285714285,187.00966666666667,0.013267195210888287,0.006703850691837321,2.5200000000000102,0.013424964040274946
AAPL,2024-02-07,189.04,189.45,187.03,187.82,53439000,187.82,0.0005860103350912027,185.78857142857143,186.87133333333335,0.013238929932864418,0.02718074924801739,2.4199999999999875,0.012884676818230155
AAPL,2024-02-08,187.8,187.95,185.78,186.74,40962000,186.74,-0.0057501863486315585,185.82857142857142,186.715,0.013266360204262528,0.007825570726968545,2.1699999999999875,0.011620434829174185
AAPL,2024-02-09,187.3,188.64,186.66,187.5,45155200,187.5,0.004069829709756778,186.4928571428571,186.58066666666667,0.01329379454434345,0.017418199576754168,1.9799999999999898,0.010559999999999946
AAPL,2024-02-12,187.08,187.32,185.46,185.82,41781900,185.82,-0.008960000000000079,186.56857142857143,186.37633333333332,0.013368067411365887,-0.0015045674368618922,1.8599999999999852,0.010009686793671216
AAPL,2024-02-13,184.45,184.88,182.2,183.72,56529500,183.72,-0.011301259283177267,186.48714285714283,186.13666666666666,0.013477893092942547,-0.02125619306376858,2.680000000000007,0.014587415632484252
AAPL,2024-02-14,184.0,184.21,181.14,182.84,54630500,182.84,-0.004789897670367971,186.02142857142857,186.09533333333331,0.011821631498471959,-0.026514748163134816,3.0700000000000216,0.01679063662218345
AAPL,2024-02-15,182.24,183.17,180.06,182.55,65434500,182.55,-0.0015860861955807604,185.28428571428572,186.09033333333335,0.011744107059833083,-0.022437613794580646,3.109999999999985,0.017036428375787373
AAPL,2024-02-16,182.11,183.53,180.37,181.01,49752500,181.01,-0.008436044919200358,184.3114285714286,186.11133333333333,0.011609712764764909,-0.034613333333333385,3.1599999999999966,0.01745759902767801
AAPL,2024-02-20,180.49,181.13,178.72,180.27,53665600,180.27,-0.004088171924202966,183.38714285714286,186.13166666666666,0.011610923258077199,-0.0298676138198255,2.4099999999999966,0.013368835635435715
AAPL,2024-02-21,180.64,181.59,179.37,181.02,41371400,181.02,0.004160426027625119,182.46142857142857,186.03233333333336,0.010727235797349598,-0.014696276943174325,2.219999999999999,0.01226383824991713
AAPL,2024-02-22,182.17,183.64,181.16,183.06,52292200,183.06,0.011269472986410234,182.06714285714287,186.01466666666664,0.010932854788271827,0.0012032378035440328,2.4799999999999898,0.013547470774609362
AAPL,2024-02-23,183.69,183.72,180.93,181.22,45119700,181.22,-0.010051349284387667,181.70999999999998,185.90099999999998,0.01102626472653252,-0.007285675157491123,2.789999999999992,0.015395651694073458
AAPL,2024-02-26,180.94,181.46,179.36,179.87,40867400,179.87,-0.007449508884229128,181.28571428571428,185.76233333333332,0.011088043553296437,-0.0062979945859343855,2.0999999999999943,0.011675098682381688
AAPL,2024-02-27,179.81,182.61,178.28,181.33,54318900,181.33,0.008116973369656,181.11142857142858,185.66133333333335,0.01119670695008867,0.005880068785710346,4.3300000000000125,0.023879115424915966
AAPL,2024-02-28,181.21,181.81,178.85,180.13,48953900,180.13,-0.006617768708983673,180.9857142857143,185.596,0.0110365091040421,-0.004916583802894836,2.960000000000008,0.016432576472547648
AAPL,2024-02-29,179.98,181.27,178.25,179.46,136682600,179.46,-0.0037195358907454734,180.87000000000003,185.53966666666665,0.011017727996828887,-0.019665683382497523,3.0200000000000102,0.016828262565474258
AAPL,2024-03-01,178.27,179.24,176.12,178.38,73563100,178.38,-0.006018054162487574,180.49285714285716,185.25066666666666,0.0091472900078567,-0.01567155943052645,3.1200000000000045,0.01749075008409017
AAPL,2024-03-04,174.89,175.64,172.55,173.85,81510100,173.85,-0.02539522367978475,179.17714285714285,184.714,0.009558012993657888,-0.03346861622282771,3.089999999999975,0.01777394305435706
AAPL,2024-03-05,169.54,170.81,168.41,168.91,95132400,168.91,-0.02841530054644803,177.4185714285714,183.9356666666667,0.010201986795631474,-0.06849390613798056,2.4000000000000057,0.014208750222011755
AAPL,2024-03-06,169.84,170.02,167.48,167.91,68587700,167.91,-0.005920312592504917,175.71,183.08133333333336,0.009994345305341016,-0.06783989341031482,2.5400000000000205,0.015127151450181767
AAPL,2024-03-07,167.94,169.51,167.29,167.8,71765100,167.8,-0.0006551128580786214,173.77714285714288,182.24566666666666,0.010019203019390098,-0.06497269586537391,2.219999999999999,0.01323003575685339
AAPL,2024-03-08,167.8,172.46,167.74,169.51,76267000,169.51,0.01019070321811677,172.26,181.478,0.010366412475432534,-0.04972530552752552,4.719999999999999,0.027844964898826024
AAPL,2024-03-11,171.71,173.14,170.82,171.52,60139500,171.52,0.011857707509881577,171.12571428571428,180.83533333333335,0.0107249140865744,-0.013402358354903554,2.319999999999993,0.013526119402985034
AAPL,2024-03-12,171.92,172.79,169.79,171.99,59825400,171.99,0.002740205223880521,170.21285714285713,180.23099999999997,0.010784979015963118,0.018234562784915198,3.0,0.017442874585731728
AAPL,2024-03-13,171.54,171.96,169.54,169.91,52488700,169.91,-0.012093726379440728,169.65,179.67933333333332,0.010494722674124598,0.011911142874158731,2.420000000000016,0.01424283444176338
AAPL,2024-03-14,171.68,173.07,170.82,171.77,72913500,171.77,0.010946971926313998,170.0585714285714,179.31,0.010326867367245017,0.02365911799761622,2.25,0.013098911334924608
AAPL,2024-03-15,169.95,171.39,169.08,171.39,121752700,171.39,-0.0022122605810096507,170.55571428571426,178.8466666666667,0.009910445331536316,0.011090791103769648,2.309999999999974,0.013478032557325246
AAPL,2024-03-18,174.32,176.44,172.28,172.48,75604200,172.48,0.006359764280296387,171.2242857142857,178.453,0.010025690756646007,0.005597014925373012,4.159999999999997,0.024118738404452673
AAPL,2024-03-19,173.1,175.35,171.8,174.82,55215200,174.82,0.013566790352504743,171.98285714285717,178.07699999999997,0.010201758852757108,0.016454445025873454,3.549999999999983,0.020306601075391735
AAPL,2024-03-20,174.47,177.4,173.84,177.4,53423100,177.4,0.014758036837890565,172.82285714285715,177.73333333333332,0.010479411881128822,0.0440821611441351,3.5600000000000023,0.02006764374295379
AAPL,2024-03-21,175.79,176.22,169.62,170.15,106181300,170.15,-0.04086809470124009,172.56,177.14433333333332,0.012656949560956858,-0.009431216161145728,6.599999999999994,0.038789303555686126
AAPL,2024-03-22,170.54,171.82,168.85,171.05,71160100,171.05,0.005289450484866398,172.72285714285712,176.62133333333335,0.012740746254498484,-0.001983779683762066,2.969999999999999,0.017363344051446936
AAPL,2024-03-25,169.35,170.71,168.24,169.63,54288300,169.63,-0.008301666179479805,172.41714285714286,176.0256666666667,0.012709501901401481,-0.016523654916511976,2.469999999999999,0.01456110357837646
AAPL,2024-03-26,168.79,170.2,168.37,168.5,57388400,168.5,-0.006661557507516291,172.00428571428574,175.44833333333332,0.01268081510018891,-0.03615147008351438,1.829999999999984,0.010860534124628986
AAPL,2024-03-27,169.19,172.36,168.9,172.07,60273300,172.07,0.021186943620177923,171.9457142857143,175.06,0.013333566292024155,-0.030045095828635904,3.460000000000008,0.020108095542511816
AAPL,2024-03-28,170.53,171.0,169.29,170.26,65672700,170.26,-0.010518974835822648,171.2942857142857,174.64066666666668,0.013414284426311903,0.0006464883925947351,1.710000000000008,0.010043462939034466
AAPL,2024-04-01,169.97,170.03,168.27,168.82,46240500,168.82,-0.008457653001292087,170.06857142857143,174.183,0.013460516948995608,-0.013037123648056204,1.759999999999991,0.010425305058642288
AAPL,2024-04-02,167.87,168.13,167.03,167.64,49329500,167.64,-0.006989693164317079,169.71,173.73733333333334,0.013441152824628069,-0.011731415433590797,1.0999999999999943,0.006561679790026214
AAPL,2024-04-03,167.59,169.46,167.38,168.44,47691700,168.44,0.004772130756382831,169.33714285714285,173.343,0.013501496168472989,-0.00035608308605339367,2.0800000000000125,0.01234861078128718
AAPL,2024-04-04,169.08,170.69,167.62,167.62,53704400,167.62,-0.004868202327238169,169.04999999999998,172.8963333333333,0.01345604872976777,-0.025861567966525167,3.069999999999993,0.018315236845245157
AAPL,2024-04-05,168.38,169.18,167.75,168.37,42104800,168.37,0.0044744063954182955,169.03142857142856,172.4066666666667,0.013272707390543235,-0.011100669564195864,1.4300000000000068,0.008493199501098812
AAPL,2024-04-08,167.82,167.99,167.04,167.25,37425500,167.25,-0.00665201639246904,168.34285714285713,171.941,0.013222184275160372,-0.009299845989811595,0.950000000000017,0.005680119581464975
AAPL,2024-04-09,167.5,168.87,167.15,168.46,42373800,168.46,0.007234678624813196,168.08571428571426,171.5606666666667,0.013307423601939315,0.004891434025292352,1.7199999999999989,0.010210138905378124
AAPL,2024-04-10,167.6,167.88,165.92,166.58,49709300,166.58,-0.011159919268669105,167.7657142857143,171.06900000000002,0.013262617546577662,-0.011042507717881622,1.960000000000008,0.011766118381558457
AAPL,2024-04-11,167.14,174.21,166.96,173.79,91070300,173.79,0.04328250690358981,168.6442857142857,170.8576666666667,0.01566994832166381,0.03680944994630697,7.25,0.041717014787962484
AAPL,2024-04-12,173.02,177.09,172.97,175.29,101670900,175.29,0.00863110650785437,169.62285714285713,170.71866666666668,0.015760053156437626,0.04109995842489744,4.1200000000000045,0.023503907809915025
AAPL,2024-04-15,174.11,175.37,171.27,171.46,73531800,171.46,-0.021849506532032548,170.17142857142858,170.488,0.01620433023092266,0.02517189835575495,4.099999999999994,0.023912282748162803
AAPL,2024-04-16,170.53,172.52,167.07,168.17,73711200,168.17,-0.019188148839379582,170.14285714285714,170.29866666666666,0.015921788355763387,-0.001721476908465025,5.450000000000017,0.03240768270202781
AAPL,2024-04-17,168.4,169.43,166.8,166.8,50901200,166.8,-0.008146518403995828,170.07857142857142,170.22833333333332,0.01512787937318655,0.0013206867571136094,2.6299999999999955,0.01576738609112707
AAPL,2024-04-18,166.83,167.44,165.36,165.85,43122900,165.85,-0.0056954436450840085,169.7057142857143,170.15966666666665,0.015125058319327098,-0.04568732378157547,2.079999999999984,0.012541453120289323
AAPL,2024-04-19,165.02,165.21,162.91,163.82,68149400,163.82,-0.012239975881820908,169.3114285714286,170.027,0.015281492802388589,-0.06543442295624391,2.3000000000000114,0.014039799780246682
AAPL,2024-04-22,164.34,166.07,163.6,164.66,48116400,164.66,0.005127579050177022,168.00714285714284,169.8653333333333,0.015184868126555309,-0.03965939577744082,2.469999999999999,0.015000607312036918
AAPL,2024-04-23,164.17,165.86,163.74,165.71,49537800,165.71,0.006376776387708061,166.63857142857142,169.67166666666665,0.015059080798928235,-0.014628054944401336,2.1200000000000045,0.012793434312956396
AAPL,2024-04-24,165.35,168.09,165.02,167.81,48251800,167.81,0.012672741536418952,166.11714285714285,169.53233333333336,0.015252962642442483,0.0060551558752997,3.069999999999993,0.01829449973183954
AAPL,2024-04-25,168.32,169.39,166.95,168.68,50558300,168.68,0.005184434777426805,166.19,169.49133333333336,0.015133941114982154,0.01706361169731685,2.4399999999999977,0.014465259663267711
AAPL,2024-04-26,168.67,170.12,167.97,168.09,44838400,168.09,-0.0034977472136590304,166.37428571428572,169.36866666666668,0.014998497417026814,0.02606519350506664,2.1500000000000057,0.012790766851091711
AAPL,2024-04-29,172.13,174.77,171.87,172.26,68169400,172.26,0.024808138497233623,167.29,169.39766666666665,0.015694313479000296,0.046155714806267456,2.9000000000000057,0.01683501683501687
AAPL,2024-04-30,172.09,173.74,168.79,169.12,65934800,169.12,-0.018228259607569908,168.0471428571429,169.28566666666666,0.0160052256401,0.020578118399613654,4.950000000000017,0.02926915799432366
AAPL,2024-05-01,168.37,171.48,167.9,168.09,50383100,168.09,-0.006090350047303739,168.53714285714287,169.06133333333335,0.015809308167041458,0.001668553721470678,3.579999999999984,0.021298114105538606
AAPL,2024-05-02,171.28,172.18,169.67,171.8,94214900,171.8,0.022071509310488402,169.40714285714284,168.87466666666666,0.01611705673419266,0.01849656153663748,2.5100000000000193,0.01461001164144365
AAPL,2024-05-03,185.32,185.67,181.36,182.07,163224100,182.07,0.059778812572758966,171.44428571428574,169.272,0.017896799308228017,0.08316973050151688,4.309999999999974,0.023672213983632527
AAPL,2024-05-06,181.05,182.89,179.13,180.41,78569700,180.41,-0.009117372439171767,173.11999999999998,169.584,0.018009845628774945,0.047312202484616206,3.759999999999991,0.02084141677290611
AAPL,2024-05-07,182.14,183.58,180.03,181.1,77305800,181.1,0.003824621695027952,174.97857142857143,169.96633333333332,0.017908051887914986,0.07083727530747397,3.5500000000000114,0.01960242959690785
AAPL,2024-05-08,181.55,181.76,180.16,181.44,45057100,181.44,0.0018774157923799883,176.29,170.39766666666668,0.017827800502203978,0.07942173835445288,1.5999999999999943,0.008818342151675453
AAPL,2024-05-09,181.26,183.34,180.81,183.25,48983000,183.25,0.00997574955908287,178.3085714285714,170.77033333333335,0.017540369808257593,0.06664726426076828,2.530000000000001,0.01380627557980901
AAPL,2024-05-10,183.83,184.02,181.08,181.99,50759500,181.99,-0.006875852660300108,180.2942857142857,171.16133333333335,0.017461376791408696,-0.0004393914428515444,2.9399999999999977,0.016154733776581116
AAPL,2024-05-13,184.37,186.02,183.55,185.2,72044800,185.2,0.017638331776471228,182.20857142857145,171.70733333333334,0.017553254936845647,0.02655063466548424,2.469999999999999,0.013336933045356367
AAPL,2024-05-14,186.43,187.21,185.21,186.35,52393600,186.35,0.006209503239740899,182.81999999999996,172.33100000000002,0.01745319843875707,0.02898950855880722,2.0,0.010732492621411323
AAPL,2024-05-15,186.82,189.55,186.29,188.62,70400000,188.62,0.012181379125301817,183.99285714285716,173.00366666666667,0.017521508706822023,0.039572310405643796,3.2600000000000193,0.01728342699607687
AAPL,2024-05-16,189.37,189.99,188.56,188.74,52845200,188.74,0.0006361997667267971,185.0842857142857,173.70766666666668,0.017454951017789676,0.02995907230559358,1.4300000000000068,0.007576560347568119
AAPL,2024-05-17,188.41,189.71,188.09,188.77,41282900,188.77,0.0001589488184805532,186.1314285714286,174.38766666666663,0.01746960462854109,0.03725479421946254,1.6200000000000045,0.00858187211951054
AAPL,2024-05-20,188.24,190.81,187.92,189.94,44361300,189.94,0.0061980187529797615,187.08714285714288,175.14399999999998,0.017357503024397453,0.025593952483801363,2.890000000000015,0.015215331157207617
AAPL,2024-05-21,189.98,191.62,189.82,191.24,42309400,191.24,0.006844266610508631,188.40857142857143,175.9033333333333,0.01735544497577536,0.026240944459350768,1.8000000000000114,0.009412256850031433
AAPL,2024-05-22,191.16,191.7,189.17,189.8,34648500,189.8,-0.007529805480025131,189.06571428571428,176.67733333333334,0.017255734111606615,0.006255964372813061,2.530000000000001,0.013329820864067445
AAPL,2024-05-23,189.88,189.9,185.55,185.8,51005900,185.8,-0.021074815595363505,188.98714285714286,177.07766666666666,0.01623858579952731,-0.015576984211084,4.349999999999994,0.023412271259418697
AAPL,2024-05-24,187.73,189.48,186.95,188.88,36327000,188.88,0.01657696447793322,189.02428571428572,177.53066666666666,0.016408389761201944,0.0005827197118184468,2.530000000000001,0.013394747988140625
AAPL,2024-05-28,190.4,191.88,188.01,188.89,52280100,188.89,5.294366793728855e-05,189.04571428571427,178.11166666666665,0.01575639305650618,-0.005528061493103142,3.8700000000000045,0.02048811477579546
AAPL,2024-05-29,188.51,191.14,188.41,189.19,53068000,189.19,0.00158822595161201,189.1057142857143,178.81233333333333,0.015177554811182638,-0.010719514745869074,2.7299999999999898,0.014429938157407843
AAPL,2024-05-30,189.66,191.07,189.53,190.18,49889100,190.18,0.005232834716422774,189.14000000000001,179.59166666666667,0.015002591234731358,0.0020021074815594897,1.539999999999992,0.008097591755179262
AAPL,2024-05-31,190.33,191.46,188.81,191.14,75158300,191.14,0.0050478494058259216,189.12571428571428,180.43466666666666,0.014878820561968206,0.028740581270182863,2.6500000000000057,0.013864183321125908
AAPL,2024-06-03,191.78,193.86,191.41,192.91,50080500,192.91,0.009260228105054003,189.57,181.40433333333334,0.014541384803245879,0.021336298178737723,2.450000000000017,0.012700222901871427
AAPL,2024-06-04,193.51,194.19,191.91,193.23,47471400,193.23,0.0016588046239178755,190.6314285714286,182.35666666666668,0.01455875233202956,0.022976335433321005,2.280000000000001,0.011799410029498532
