1,AAPL,Linear Regression,0.653726557679186,0.7909559549857276,0.5002415122514693,0.578740617242419,0.9992332674676472,0.9986216468993482,0.24246195941176127,0.24326548906790862,0.0006116205682989984,2025-10-30 13:59:05
2,AAPL,Ridge Regression,0.7458472587753253,0.8538032275361822,0.5494975241393666,0.6304972304439409,0.9990019519984495,0.9983939041066624,0.26601504385606667,0.26795696983183437,0.0006080478917871446,2025-10-30 13:59:05
3,AAPL,Lasso Regression,1.8825874854030664,1.9643712237582263,1.4326885877966156,1.557234231387383,0.993641393226999,0.9914983540620875,0.6965538882283593,0.6687605237248698,0.002143039164911431,2025-10-30 13:59:05
4,AAPL,Random Forest,0.8041735650411442,4.273295072688681,0.4984429667519154,2.5123173469387883,0.9988397509562842,0.9597670709480582,0.24034058663539676,1.029504664230638,0.039072680008225946,2025-10-30 13:59:05
5,AAPL,Gradient Boosting,0.5657317265279408,3.4449715458042993,0.45239741877163286,2.1229110615560463,0.9994257874194208,0.9738526809875251,0.2175449787966526,0.8817157052741917,0.025573106431895698,2025-10-30 13:59:05
6,AAPL,XGBoost,0.0014137166037580498,4.098867205702338,0.0010065181176073734,2.5989155422911345,0.9999999964142802,0.9629845030819317,0.0004895718782250932,1.0701758658029628,0.03701549333234844,2025-10-30 13:59:05
7,AAPL,SVR,0.10123869125031985,11.618311898056023,0.0992698724773726,7.002311832214863,0.9999816115688485,0.702599325287705,0.048436052356981674,2.830540859885535,0.2973822862811435,2025-10-30 13:59:05
8,AMZN,Linear Regression,0.6023165506932164,0.8660285503868101,0.4453579664961715,0.6434059441681634,0.9992967934562893,0.9832648716102603,0.23856444946301347,0.2892140187268283,0.016031921846028974,2025-10-30 13:59:05
9,AMZN,Ridge Regression,0.7066007808813061,0.9186166426513231,0.5287656412686668,0.6796628562024699,0.9990322090972411,0.9811707401946352,0.28221842318300056,0.30635423461771666,0.01786146890260587,2025-10-30 13:59:05
10,AMZN,Lasso Regression,1.8166276978712275,2.160168140366964,1.4238125096594942,1.8760672390128352,0.9936031646506504,0.895878661529528,0.7596000833666865,0.8359141491678417,0.09772450312112235,2025-10-30 13:59:05
11,AMZN,Random Forest,0.7078506010462564,1.7683756518976539,0.5083570332480962,1.2909030612244825,0.9990287824542362,0.9302227768132642,0.26972822546614933,0.5780078657172678,0.06880600564097206,2025-10-30 13:59:05
12,AMZN,Gradient Boosting,0.5648807250798856,1.8365754560402106,0.4543739622974837,1.387706869834894,0.9993814898638899,0.9247368863009245,0.241914308443865,0.6211784719202411,0.07464460356296532,2025-10-30 13:59:05
13,AMZN,XGBoost,0.0017314164471482684,2.090436478336278,0.001217882395400151,1.5681479691485978,0.9999999941891938,0.9024923746927991,0.0006563158057403418,0.7023995506483941,0.09750761949639475,2025-10-30 13:59:05
14,AMZN,SVR,0.09919407746358486,12.724756072749138,0.09880554618185222,8.619387928605327,0.9999809276242311,-2.6129633909146204,0.05336840050396773,3.869017018190582,3.6129443185388515,2025-10-30 13:59:05
15,GOOGL,Linear Regression,0.5451509535056294,1.8754467208440595,0.41118411347199807,1.2995945200339747,0.9990155883533034,0.9964196741141975,0.25640035829046537,0.5691201090401632,0.0025959142391058787,2025-10-30 13:59:05
16,GOOGL,Ridge Regression,0.6016099319342537,1.7278098700047286,0.45209416332452407,1.191979897772802,0.9988011269821965,0.9969611798476926,0.27950137669786923,0.5221608600101162,0.001839947134503861,2025-10-30 13:59:05
17,GOOGL,Lasso Regression,1.589439984705686,4.245705939036723,1.2332799859533703,3.5307837036127276,0.9916318114035939,0.9816509780881928,0.7651819660083257,1.5552732922733365,0.009980833315401116,2025-10-30 13:59:05
18,GOOGL,Random Forest,0.5957380877808182,29.725101861564948,0.42547493606139003,19.849746938775553,0.9988244152996082,0.10058567613096414,0.2597082170125889,8.074920383944193,0.898238739168644,2025-10-30 13:59:05
19,GOOGL,Gradient Boosting,0.49548996831726827,29.405863109245207,0.39605681086547423,19.514894530565037,0.9991867708759453,0.11980082121238467,0.2430890692535605,7.924156792535528,0.8793859496635607,2025-10-30 13:59:05
20,GOOGL,XGBoost,0.0019428842741342552,28.79895434740967,0.0013637548578360641,19.283856718102278,0.9999999874963429,0.15575881355568455,0.0008459538317085624,7.855064358221153,0.8442411739406583,2025-10-30 13:59:05
21,GOOGL,SVR,0.09844923210115424,54.5661533054004,0.09766929596434427,40.429627004758956,0.9999678953560952,-2.0308174175809506,0.060540219593251204,16.89536365240984,3.030785312937046,2025-10-30 13:59:05
22,META,Linear Regression,2.8132764658925957,3.4794884661006553,2.161115497204891,2.7297262727966354,0.9991220481267846,0.9825230015151876,0.4263955733729919,0.3720054863190039,0.016599046611597057,2025-10-30 13:59:05
23,META,Ridge Regression,3.2614220671982017,4.0383679905493395,2.4159697179588786,3.0745626796204584,0.9988200600810277,0.9764577575543072,0.46967687831728716,0.4189164208042504,0.022362302526720557,2025-10-30 13:59:05
24,META,Lasso Regression,5.215843178413043,5.557833786631261,3.8918961989598135,4.477622336383089,0.996982168871427,0.9554090058221081,0.7332351581467288,0.6094440448543355,0.041573163049318906,2025-10-30 13:59:05
25,META,Random Forest,2.6026416696971593,27.00782881857747,1.7306212276214736,20.42663775510225,0.9992485940304313,-0.052968527803415766,0.3284033733917715,2.7109614128217125,1.0522171218338472,2025-10-30 13:59:05
26,META,Gradient Boosting,1.8119154867224658,24.33546563730178,1.3860836469123603,17.86273258703996,0.9996358152488599,0.1450999014861769,0.2616377401292127,2.3637462032106757,0.854535913762683,2025-10-30 13:59:05
